Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,BioSampleModel,tissue,dev_stage,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Cultivar,BIOMATERIAL_PROVIDER,isolate,lat_lon,Collection_Date,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_status,sample_name,Submitter_Id,external_id,INSDC_last_update,ENA_first_public,common_name,INSDC_first_public,INSDC_center_alias,ENA_last_update,Ecotype,collected_by,AGE,replicate,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,SEQUENCING_CENTER (run),strain,HOST,isolation_source,sample_type,scientific_name,Depth,elev,management,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),altitude,environment_(biome),environment_(feature),environment_(material),investigation_type,miscellaneous_environmental_package,project_name,Sequencing_method,biotic_relationship,ENA-LAST-UPDATE,estimated_size,num_replicons,variety,ENA-FIRST-PUBLIC,subspecies,genotype,ref_biomaterial,env_biome,Specimen_voucher,env_feature,env_material,ploidy,propagation,sub_species,collectorNo,culture-collection,host_tissue_sampled,library_preparation_date (exp),plant_developmental_stage,plant_growth_medium,plant_structure,chem_administration,culture_collection,ENA-STATUS-ID (exp),ENA-STATUS-ID (run),identified_by,lab_host,passage_history,serotype,Serovar,sex,type-material,collection_method,growth_med,host_description,Host_disease,Other_strain_designation,pathotype,plant_body_site,provider,samp_collect_device,samp_mat_process,source_material_id,specific_host,specimen_category,subgroup,subtype,Temp,trophic_level,uFORGE_Sample_ID,alias,bio_material,geographic_location_(altitude),geographical_origin,height_or_length,isolation_and_growth_condition,lat_lEn,mating_type,organism_common_name,population,samp_size,treatment
SRR8194242,WGS,PRJNA505204,SAMN10411982,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013704,Illumina HiSeq 2500,86,PAIRED,PCR,GENOMIC,Coffea liberica var. dewevrei,ILLUMINA,2019-12-01T00:00:00Z,gh86,SRP168928,300,7399542600,2400395365,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2018-11-15T16:39:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Da 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dewevrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194243,WGS,PRJNA505204,SAMN10411983,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013703,Illumina HiSeq 2500,87,PAIRED,PCR,GENOMIC,Coffea liberica var. dewevrei,ILLUMINA,2019-12-01T00:00:00Z,gh87,SRP168928,300,6566855100,2168477129,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:44:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Da 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dewevrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194244,WGS,PRJNA505204,SAMN10411984,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013702,Illumina HiSeq 2500,88,PAIRED,PCR,GENOMIC,Coffea liberica var. dewevrei,ILLUMINA,2019-12-01T00:00:00Z,gh88,SRP168928,300,7286990700,2370748764,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:43:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Da 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dewevrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194245,WGS,PRJNA505204,SAMN10411936,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013701,Illumina HiSeq 2500,40,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh40,SRP168928,300,6923141400,2265841503,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:39:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194246,WGS,PRJNA505204,SAMN10411935,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013700,Illumina HiSeq 2500,39,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh39,SRP168928,300,8723115900,2846864214,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:51:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194247,WGS,PRJNA505204,SAMN10411932,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013699,Illumina HiSeq 2500,36,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh36,SRP168928,300,6583499100,2140472905,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:41:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194248,WGS,PRJNA505204,SAMN10411931,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013698,Illumina HiSeq 2500,35,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh35,SRP168928,300,9082060200,3014576904,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:45:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,NY02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194249,WGS,PRJNA505204,SAMN10411934,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013697,Illumina HiSeq 2500,38,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh38,SRP168928,300,5910570000,1989521536,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:37:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,S288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194250,WGS,PRJNA505204,SAMN10411933,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013696,Illumina HiSeq 2500,37,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh37,SRP168928,300,6009912000,1962245959,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2018-11-15T16:37:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194251,WGS,PRJNA505204,SAMN10411928,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013695,Illumina HiSeq 2500,32,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh32,SRP168928,300,6203294700,2032613994,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2018-11-15T16:41:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,CB52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194252,WGS,PRJNA505204,SAMN10411927,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013694,Illumina HiSeq 2500,31,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh31,SRP168928,300,8779286100,2860707882,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T17:00:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194253,WGS,PRJNA505204,SAMN10411930,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013693,Illumina HiSeq 2500,34,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh34,SRP168928,300,7633384200,2509867859,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:50:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194254,WGS,PRJNA505204,SAMN10411929,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013692,Illumina HiSeq 2500,33,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh33,SRP168928,300,6619166400,2212345192,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:42:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194255,WGS,PRJNA505204,SAMN10411925,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013691,Illumina HiSeq 2500,29,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh29,SRP168928,300,6423839400,2123702168,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:41:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,P7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194256,WGS,PRJNA505204,SAMN10411926,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013690,Illumina HiSeq 2500,30,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh30,SRP168928,300,7330770300,2411123054,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:41:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,T8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194257,WGS,PRJNA505204,SAMN10411923,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013689,Illumina HiSeq 2500,27,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh27,SRP168928,300,8274822300,2729764808,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:55:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194258,WGS,PRJNA505204,SAMN10411924,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013688,Illumina HiSeq 2500,28,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh28,SRP168928,300,7067993400,2314044610,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2018-11-15T16:45:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,T5175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194259,WGS,PRJNA505204,SAMN10411921,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013687,Illumina HiSeq 2500,25,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh25,SRP168928,300,7211189700,2370692724,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:43:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,26-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194260,WGS,PRJNA505204,SAMN10411922,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013686,Illumina HiSeq 2500,26,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh26,SRP168928,300,7836189900,2595005543,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:46:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,20-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194261,WGS,PRJNA505204,SAMN10411919,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013685,Illumina HiSeq 2500,23,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh23,SRP168928,300,9088139100,3132963883,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:49:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,30-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194262,WGS,PRJNA505204,SAMN10411920,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013684,Illumina HiSeq 2500,24,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh24,SRP168928,300,7577206800,2483334178,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:45:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Reyan 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194263,WGS,PRJNA505204,SAMN10411917,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013683,Illumina HiSeq 2500,21,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh21,SRP168928,300,7787986500,2570431898,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:50:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,18-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194264,WGS,PRJNA505204,SAMN10411918,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013682,Illumina HiSeq 2500,22,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh22,SRP168928,300,8542542000,2808293511,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2018-11-15T16:49:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194265,WGS,PRJNA505204,SAMN10411956,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013681,Illumina HiSeq 2500,60,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh60,SRP168928,300,6974163300,2192151953,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2018-11-15T16:44:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Reyan 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194266,WGS,PRJNA505204,SAMN10411955,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013680,Illumina HiSeq 2500,59,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh59,SRP168928,300,6386695200,2097228917,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2018-11-15T16:43:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Reyan 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194267,WGS,PRJNA505204,SAMN10411950,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013679,Illumina HiSeq 2500,54,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh54,SRP168928,300,6431158200,2105674513,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2018-11-15T16:54:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194268,WGS,PRJNA505204,SAMN10411949,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013678,Illumina HiSeq 2500,53,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh53,SRP168928,300,5933844600,1975274002,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2018-11-15T16:46:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,caturra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194269,WGS,PRJNA505204,SAMN10411948,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013677,Illumina HiSeq 2500,52,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh52,SRP168928,300,6803844300,2242558683,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2018-11-15T16:44:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,MOXICO 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194270,WGS,PRJNA505204,SAMN10411947,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013676,Illumina HiSeq 2500,51,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh51,SRP168928,300,7721218800,2543764958,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:46:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,Typica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194271,WGS,PRJNA505204,SAMN10411954,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013675,Illumina HiSeq 2500,58,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh58,SRP168928,300,9382977300,3108865109,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2018-11-15T16:51:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,Reyan 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194272,WGS,PRJNA505204,SAMN10411953,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013674,Illumina HiSeq 2500,57,PAIRED,PCR,GENOMIC,Coffea canephora,ILLUMINA,2019-12-01T00:00:00Z,gh57,SRP168928,300,7749193500,2626420888,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2018-11-15T16:51:00Z,1,Plant,leaf,Fruit stage,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,,,31-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194273,WGS,PRJNA505204,SAMN10411952,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013673,Illumina HiSeq 2500,56,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh56,SRP168928,300,6475167600,2120951818,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:44:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194274,WGS,PRJNA505204,SAMN10411951,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013672,Illumina HiSeq 2500,55,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh55,SRP168928,300,6966714600,2273216830,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:45:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8194275,WGS,PRJNA505204,SAMN10411941,CHINESE ACADEMY OF  TROPICAL AGRICULTURAL SCIENCES,public,SRX5013671,Illumina HiSeq 2500,45,PAIRED,PCR,GENOMIC,Coffea arabica,ILLUMINA,2019-12-01T00:00:00Z,gh45,SRP168928,300,9669867000,3174596514,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2018-11-15T16:54:00Z,1,Plant,leaf,Fruit stage,Ethiopia,Africa,Ethiopia,,,DTAR 363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
